client_id,client_size,count_akiec,count_bcc,count_bkl,count_df,count_mel,count_nv,count_vasc,prop_akiec,prop_bcc,prop_bkl,prop_df,prop_mel,prop_nv,prop_vasc
0,113,0,44,23,0,8,38,0,0.0,0.3893805309734513,0.20353982300884957,0.0,0.07079646017699115,0.336283185840708,0.0
1,150,0,0,17,0,0,133,0,0.0,0.0,0.11333333333333333,0.0,0.0,0.8866666666666667,0.0
2,51,0,0,9,0,24,18,0,0.0,0.0,0.17647058823529413,0.0,0.47058823529411764,0.35294117647058826,0.0
3,116,10,22,8,0,31,9,36,0.08620689655172414,0.1896551724137931,0.06896551724137931,0.0,0.2672413793103448,0.07758620689655173,0.3103448275862069
4,51,0,0,0,0,0,51,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,68,0,0,0,0,0,68,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,76,0,0,0,0,13,63,0,0.0,0.0,0.0,0.0,0.17105263157894737,0.8289473684210527,0.0
7,81,0,0,0,0,0,81,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,140,0,0,27,0,40,73,0,0.0,0.0,0.19285714285714287,0.0,0.2857142857142857,0.5214285714285715,0.0
9,113,0,0,17,0,75,21,0,0.0,0.0,0.1504424778761062,0.0,0.6637168141592921,0.18584070796460178,0.0
10,368,0,0,0,0,0,368,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,115,0,43,6,0,5,61,0,0.0,0.3739130434782609,0.05217391304347826,0.0,0.043478260869565216,0.5304347826086957,0.0
12,51,0,39,7,0,1,4,0,0.0,0.7647058823529411,0.13725490196078433,0.0,0.0196078431372549,0.0784313725490196,0.0
13,113,0,0,23,0,21,69,0,0.0,0.0,0.20353982300884957,0.0,0.18584070796460178,0.6106194690265486,0.0
14,63,23,14,0,0,6,20,0,0.36507936507936506,0.2222222222222222,0.0,0.0,0.09523809523809523,0.31746031746031744,0.0
15,68,0,0,0,0,0,68,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16,51,0,0,7,0,12,32,0,0.0,0.0,0.13725490196078433,0.0,0.23529411764705882,0.6274509803921569,0.0
17,53,0,0,29,0,8,16,0,0.0,0.0,0.5471698113207547,0.0,0.1509433962264151,0.3018867924528302,0.0
18,69,0,29,0,0,15,25,0,0.0,0.42028985507246375,0.0,0.0,0.21739130434782608,0.36231884057971014,0.0
19,109,0,0,26,0,6,77,0,0.0,0.0,0.23853211009174313,0.0,0.05504587155963303,0.7064220183486238,0.0
20,135,0,0,33,0,28,74,0,0.0,0.0,0.24444444444444444,0.0,0.2074074074074074,0.5481481481481482,0.0
21,59,0,0,6,0,8,45,0,0.0,0.0,0.1016949152542373,0.0,0.13559322033898305,0.7627118644067796,0.0
22,105,0,0,13,0,0,92,0,0.0,0.0,0.12380952380952381,0.0,0.0,0.8761904761904762,0.0
23,114,0,0,16,0,0,98,0,0.0,0.0,0.14035087719298245,0.0,0.0,0.8596491228070176,0.0
24,101,0,0,0,0,0,101,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,64,0,7,8,0,0,49,0,0.0,0.109375,0.125,0.0,0.0,0.765625,0.0
26,50,0,0,0,0,8,42,0,0.0,0.0,0.0,0.0,0.16,0.84,0.0
27,93,32,0,2,0,37,22,0,0.34408602150537637,0.0,0.021505376344086023,0.0,0.3978494623655914,0.23655913978494625,0.0
28,73,0,0,0,0,5,68,0,0.0,0.0,0.0,0.0,0.0684931506849315,0.9315068493150684,0.0
29,83,0,0,27,0,17,39,0,0.0,0.0,0.3253012048192771,0.0,0.20481927710843373,0.46987951807228917,0.0
30,80,0,0,4,0,0,76,0,0.0,0.0,0.05,0.0,0.0,0.95,0.0
31,50,0,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,53,0,0,0,0,0,53,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,158,32,58,17,0,8,28,15,0.20253164556962025,0.3670886075949367,0.10759493670886076,0.0,0.05063291139240506,0.17721518987341772,0.0949367088607595
34,51,0,18,16,0,14,3,0,0.0,0.35294117647058826,0.3137254901960784,0.0,0.27450980392156865,0.058823529411764705,0.0
35,53,0,0,8,0,5,40,0,0.0,0.0,0.1509433962264151,0.0,0.09433962264150944,0.7547169811320755,0.0
36,73,0,8,0,0,12,24,29,0.0,0.1095890410958904,0.0,0.0,0.1643835616438356,0.3287671232876712,0.3972602739726027
37,95,0,0,0,0,0,95,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,124,29,7,23,43,19,3,0,0.23387096774193547,0.056451612903225805,0.18548387096774194,0.3467741935483871,0.1532258064516129,0.024193548387096774,0.0
39,50,0,0,0,0,11,39,0,0.0,0.0,0.0,0.0,0.22,0.78,0.0
40,108,0,0,14,0,13,81,0,0.0,0.0,0.12962962962962962,0.0,0.12037037037037036,0.75,0.0
41,50,0,15,6,0,15,14,0,0.0,0.3,0.12,0.0,0.3,0.28,0.0
42,53,0,0,0,0,15,38,0,0.0,0.0,0.0,0.0,0.2830188679245283,0.7169811320754716,0.0
43,61,0,17,14,0,4,26,0,0.0,0.2786885245901639,0.22950819672131148,0.0,0.06557377049180328,0.4262295081967213,0.0
44,62,0,0,0,0,0,62,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,50,0,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,233,0,0,0,0,0,233,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,58,0,0,21,0,9,28,0,0.0,0.0,0.3620689655172414,0.0,0.15517241379310345,0.4827586206896552,0.0
48,117,57,17,4,21,12,0,6,0.48717948717948717,0.1452991452991453,0.03418803418803419,0.1794871794871795,0.10256410256410256,0.0,0.05128205128205128
49,67,0,0,5,0,0,62,0,0.0,0.0,0.07462686567164178,0.0,0.0,0.9253731343283582,0.0
50,52,0,0,0,0,22,30,0,0.0,0.0,0.0,0.0,0.4230769230769231,0.5769230769230769,0.0
51,58,26,0,0,0,3,29,0,0.4482758620689655,0.0,0.0,0.0,0.05172413793103448,0.5,0.0
52,52,0,24,0,0,1,27,0,0.0,0.46153846153846156,0.0,0.0,0.019230769230769232,0.5192307692307693,0.0
53,112,0,29,24,0,0,59,0,0.0,0.25892857142857145,0.21428571428571427,0.0,0.0,0.5267857142857143,0.0
54,75,0,0,21,0,11,43,0,0.0,0.0,0.28,0.0,0.14666666666666667,0.5733333333333334,0.0
55,50,0,0,5,0,10,35,0,0.0,0.0,0.1,0.0,0.2,0.7,0.0
56,50,0,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,58,17,10,1,17,8,5,0,0.29310344827586204,0.1724137931034483,0.017241379310344827,0.29310344827586204,0.13793103448275862,0.08620689655172414,0.0
58,50,9,0,4,0,0,12,25,0.18,0.0,0.08,0.0,0.0,0.24,0.5
59,53,0,26,13,0,4,10,0,0.0,0.49056603773584906,0.24528301886792453,0.0,0.07547169811320754,0.18867924528301888,0.0
60,79,0,0,0,0,0,79,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,342,0,0,98,0,58,186,0,0.0,0.0,0.28654970760233917,0.0,0.1695906432748538,0.543859649122807,0.0
62,123,16,15,25,22,28,0,17,0.13008130081300814,0.12195121951219512,0.2032520325203252,0.17886178861788618,0.22764227642276422,0.0,0.13821138211382114
63,75,0,0,0,0,12,63,0,0.0,0.0,0.0,0.0,0.16,0.84,0.0
64,257,0,0,0,0,17,240,0,0.0,0.0,0.0,0.0,0.06614785992217899,0.933852140077821,0.0
65,67,0,0,0,0,21,46,0,0.0,0.0,0.0,0.0,0.31343283582089554,0.6865671641791045,0.0
66,61,0,0,22,0,13,26,0,0.0,0.0,0.36065573770491804,0.0,0.21311475409836064,0.4262295081967213,0.0
67,134,0,0,47,0,0,87,0,0.0,0.0,0.35074626865671643,0.0,0.0,0.6492537313432836,0.0
68,53,0,0,0,0,0,53,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,50,0,0,10,0,7,33,0,0.0,0.0,0.2,0.0,0.14,0.66,0.0
70,57,0,0,22,0,13,22,0,0.0,0.0,0.38596491228070173,0.0,0.22807017543859648,0.38596491228070173,0.0
71,98,0,0,6,0,0,92,0,0.0,0.0,0.061224489795918366,0.0,0.0,0.9387755102040817,0.0
72,50,0,0,0,0,9,41,0,0.0,0.0,0.0,0.0,0.18,0.82,0.0
73,58,16,0,1,0,8,33,0,0.27586206896551724,0.0,0.017241379310344827,0.0,0.13793103448275862,0.5689655172413793,0.0
74,71,0,21,8,0,2,40,0,0.0,0.29577464788732394,0.11267605633802817,0.0,0.028169014084507043,0.5633802816901409,0.0
75,161,0,0,0,0,19,142,0,0.0,0.0,0.0,0.0,0.11801242236024845,0.8819875776397516,0.0
76,59,0,0,25,0,0,34,0,0.0,0.0,0.423728813559322,0.0,0.0,0.576271186440678,0.0
77,59,0,0,0,0,7,52,0,0.0,0.0,0.0,0.0,0.11864406779661017,0.8813559322033898,0.0
78,57,0,0,7,0,16,34,0,0.0,0.0,0.12280701754385964,0.0,0.2807017543859649,0.5964912280701754,0.0
79,55,0,0,0,0,0,55,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,63,0,0,0,0,0,63,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,164,0,0,0,0,0,164,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,75,0,0,0,0,0,75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,115,0,0,0,0,18,97,0,0.0,0.0,0.0,0.0,0.1565217391304348,0.8434782608695652,0.0
84,105,27,0,13,0,0,65,0,0.2571428571428571,0.0,0.12380952380952381,0.0,0.0,0.6190476190476191,0.0
85,257,0,0,71,0,15,171,0,0.0,0.0,0.27626459143968873,0.0,0.058365758754863814,0.6653696498054474,0.0
86,52,0,0,13,0,0,39,0,0.0,0.0,0.25,0.0,0.0,0.75,0.0
87,52,0,0,25,0,3,24,0,0.0,0.0,0.4807692307692308,0.0,0.057692307692307696,0.46153846153846156,0.0
88,84,0,0,0,0,31,53,0,0.0,0.0,0.0,0.0,0.36904761904761907,0.6309523809523809,0.0
89,51,0,0,0,0,13,38,0,0.0,0.0,0.0,0.0,0.2549019607843137,0.7450980392156863,0.0
90,118,0,0,0,0,20,98,0,0.0,0.0,0.0,0.0,0.1694915254237288,0.8305084745762712,0.0
91,50,0,0,6,0,8,36,0,0.0,0.0,0.12,0.0,0.16,0.72,0.0
92,51,0,0,16,0,13,22,0,0.0,0.0,0.3137254901960784,0.0,0.2549019607843137,0.43137254901960786,0.0
93,51,0,0,6,0,0,45,0,0.0,0.0,0.11764705882352941,0.0,0.0,0.8823529411764706,0.0
94,105,0,0,37,0,6,62,0,0.0,0.0,0.3523809523809524,0.0,0.05714285714285714,0.5904761904761905,0.0
95,52,0,0,0,0,6,46,0,0.0,0.0,0.0,0.0,0.11538461538461539,0.8846153846153846,0.0
96,117,0,0,12,0,13,92,0,0.0,0.0,0.10256410256410256,0.0,0.1111111111111111,0.7863247863247863,0.0
97,51,0,0,0,0,0,51,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,223,0,0,13,0,53,157,0,0.0,0.0,0.05829596412556054,0.0,0.23766816143497757,0.7040358744394619,0.0
99,59,0,0,2,0,9,48,0,0.0,0.0,0.03389830508474576,0.0,0.15254237288135594,0.8135593220338984,0.0
